age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
41,57884.11844906431,16,8,669.0761403409263,8113.05295281715,48,17.621109819726115,0.8501274835602716,3606.4216600185446,0.0,12562.069729904146,2,27,4,3,0.823359836448046,1,19,21,8.774622227258789,0.6299691055321498,1,64,0
41,49139.62299900719,17,19,657.9417926277966,25625.830068062212,24,15.674222580319967,0.16585460741530578,1683.6531905113336,14623.737100744704,16605.977972684967,3,13,4,1,0.9126327594270564,5,7,17,3.3950225579382884,0.13639951402636497,0,75,0
58,72904.505297161,14,0,733.053980481104,38243.77877293213,24,9.715001570439679,0.6480868669877404,2762.479405223608,10958.448554030445,19669.434372904976,4,18,5,3,0.8428803350380123,5,60,88,6.392250854534321,0.1162946418884725,1,42,0
41,54263.04878974754,14,15,698.1665602350802,29853.3912511022,60,14.646067254874113,0.23599828681823737,2755.5142282939737,13573.132428076779,25848.036470661944,1,3,5,2,0.9596367139004085,5,77,74,9.509083778250535,0.4838198938328062,0,77,0
34,63736.23159469003,17,37,769.5025269995147,40144.96130948882,12,11.289374142061053,0.8131496981711384,2504.4629336580915,17380.621909698053,13088.71090031592,5,11,4,1,0.0699248988656529,1,50,72,3.5349578404125728,0.5855013466812625,0,72,0
50,73968.78996271647,8,7,692.5166433578161,29907.82871621488,60,11.32268463724599,0.7070785782473407,2675.6260831725917,22633.6797070764,17459.840732139255,0,18,4,1,0.41912752459657265,1,17,43,7.030173178854455,0.11613633008009672,0,43,0
44,76707.47109793022,18,20,670.352293482195,32453.727757070046,12,6.790590226383703,0.2258938216328018,1659.344917702042,18771.389254198104,473.18262414891797,0,18,1,1,0.044878528982824184,4,73,62,9.862238637678852,0.30509813115414164,2,26,0
57,65249.91223982408,17,19,751.3189945780998,26355.86884090548,36,7.422107283293634,0.4127270022713017,3977.6781566163527,8077.337618555418,0.0,0,21,1,2,0.9445086217259112,5,25,39,11.72792353027007,0.9345557742255373,0,99,0
24,71367.72924350962,15,19,607.8171304879957,48307.92998056569,24,6.328829960748955,0.6586700568919077,2657.9623199236935,26560.797727082412,35371.4386186242,1,3,2,3,0.6208101052642239,1,47,51,9.05909444802754,0.31726545157479535,2,66,0
24,81710.83402806609,18,27,627.8178316788185,8751.021276713127,60,9.43620516617549,0.4742065013746754,3533.9306059357637,20761.64085305684,8059.798269571931,4,2,1,2,0.8224032450541122,4,45,3,1.2341017581575855,0.49782680444912164,1,88,0
23,34435.86660905905,16,36,798.305095736804,28931.94946996469,12,15.60928692111381,0.5788192782859447,2289.9607630596633,3548.2615746860774,39602.83595497905,2,7,3,1,0.008820526462376632,4,61,2,5.050754929220078,0.41898310524160676,1,94,0
32,74583.74933040996,16,13,631.4425483202169,11320.745533213834,24,14.377729776327428,0.8111063742070268,2328.4485393268833,18966.361639733466,4652.597474392725,4,26,2,3,0.5087212821600334,2,83,6,7.66095493774618,0.3819121855416069,0,85,0
29,50851.66063759297,10,39,747.2396018420308,46569.254187902116,12,16.536618677438288,0.10001302715580337,1843.576283870297,5058.059380181061,58381.04387193631,1,17,3,1,0.32469990402873716,3,62,10,8.153060589196201,0.4891379582750631,2,38,0
37,71620.2848191519,16,26,615.1391610350217,34535.24334542421,12,4.332796782392307,0.11764966887004098,1484.403115803781,21468.268623204593,7586.391287968307,4,8,5,2,0.987786348786829,3,43,65,11.48553896628427,0.7395312699074358,0,1,0
24,39458.715352907224,18,21,747.644577546862,23326.590779734935,60,3.9045725946951007,0.47086083810022533,3133.19958768872,11045.63942381231,21320.93771888216,3,22,2,2,0.3738607677733776,5,33,23,1.0455247232512916,0.2120035273934735,0,30,0
54,35964.354692685585,19,2,710.179055580491,27024.75670621733,24,4.119596351107095,0.7951597077543562,1458.6838911805235,21076.814826630034,22267.361717785203,2,10,3,2,0.06433078521696722,4,18,73,2.9540428538084917,0.43107342356975376,0,74,0
34,43377.980319462935,14,15,676.5131647851324,12828.05320771498,48,10.20406418574702,0.501045059589458,2563.3122311786638,31678.73674809833,46026.04258500574,2,6,1,1,0.9571467244532027,3,87,53,4.188339101203894,0.4535944652744264,3,8,0
53,64954.97079665744,12,32,666.9051845839955,35423.35544172545,36,12.888407383515641,0.7679291339429771,2502.7857849388856,0.0,9256.671141763265,4,8,4,3,0.7518810050953011,5,78,5,8.878272720365217,0.4314343455638544,0,96,0
46,78540.60058233966,16,37,664.8590421043815,26129.388896709832,60,6.818137682896598,0.15251304480874814,4378.037849817363,0.0,21097.643999336982,3,29,2,1,0.9361852357704995,3,15,36,5.394630517374711,0.870750295488075,1,53,0
48,48059.414993899205,14,5,731.8841740907545,18571.38435710068,12,16.559014276323204,0.3423955565344244,3961.745321033637,27607.526642428285,10616.081402303162,4,20,1,2,0.05885641341652814,1,63,54,0.8138800389517389,0.8725197991026375,0,7,0
30,61419.36881888165,9,36,682.002373568996,22091.65330988004,12,7.490666366709262,0.10265295467205579,2314.3482958492277,3223.801081925294,17226.585313494506,3,23,2,3,0.18909692063247874,2,69,68,4.287567670777105,0.9223765729147815,2,52,0
32,92696.72617269839,12,20,697.95933115018,28861.58779914347,24,8.143533916146097,0.6325246086732641,3502.0613639446665,19542.254422510076,0.0,2,28,4,1,0.1993306551433811,3,6,30,4.931770335440786,0.4918846065706469,1,47,0
23,43118.262497011005,12,3,583.7611712625242,47569.53200853822,48,10.831768235543963,0.7534849468757542,2196.5938754781278,18384.926443145276,22977.99444042472,1,7,2,1,0.46965242815264074,4,37,30,10.455142527012203,0.1001057431238318,0,87,0
53,65690.43146426498,13,35,772.3879760734503,31436.701670795774,36,6.834153297480212,0.301482617950549,2190.016801789354,10343.456360187909,32858.16452946128,2,7,4,2,0.6663335031668106,3,48,69,3.2769214369926574,0.2174007038933624,0,49,0
39,87354.14270303713,13,34,634.7940189719872,21672.520559549128,24,11.26693787800997,0.2962164400425338,3119.518424815681,9664.542518757964,21560.504088907885,2,17,5,1,0.6538084563795028,3,81,97,6.438380656860528,0.90889345474184,0,97,0
19,55820.882460421104,17,31,737.4336198324256,28070.94082022651,36,5.447175205686515,0.6025856016229232,2835.8174479158765,0.0,22826.587152574375,5,25,1,2,0.5613804667308977,2,69,46,5.666843310179763,0.8738878438016039,0,59,0
38,51311.765192632934,11,24,649.0137158974297,6637.800133313049,24,13.346231340854741,0.5729805548716455,472.36207611893064,22283.573339143324,58882.531765631174,2,17,3,3,0.40403899393627396,5,99,25,3.600085688193809,0.6451484061907392,0,8,0
39,49347.88427337164,9,27,667.0036457859666,31493.367068860112,12,12.203417933207872,0.6689090122310891,2959.343147294212,0.0,7037.960350697456,3,13,3,3,0.9072312810808992,5,23,44,2.36350116152392,0.5602126208869812,0,58,0
50,78397.97722044148,15,14,599.0376053295764,28741.22583628064,24,17.797599497632984,0.8371291466387449,1659.6812742330148,21028.231800510286,0.0,2,27,5,1,0.36586628129360776,2,43,71,3.329523369896215,0.744697330141713,3,31,0
23,101488.97334007433,14,11,658.6611501582904,7537.961057800934,48,17.68472337650688,0.6326267272474108,2037.0616028301795,5314.47204445024,0.0,0,21,1,1,0.1655210632771047,3,94,32,6.430141500442537,0.3043791765228434,0,64,0
49,75111.9887901116,14,35,593.9030483416749,14904.705133978767,48,11.208439130181977,0.5588280250122679,1725.5620881515376,8923.195683343616,11477.514339601596,0,9,1,3,0.7969775901463204,1,63,95,4.708920589091682,0.7718299664750486,0,79,0
18,49632.30121886854,19,30,693.4432886367011,23576.110347381218,48,11.321848268839826,0.8895768925194786,1339.8002820238416,1407.8635686777689,24560.697398977616,4,7,1,1,0.6195086425360142,2,16,14,5.098168427137259,0.8995480325421995,0,97,0
56,66682.63418088168,14,1,695.5376166886347,29617.5148995657,48,5.508643795835278,0.2201979807375694,1999.728399605712,9278.017191313585,33291.49067083781,3,8,3,3,0.564211717377762,1,80,20,7.062264773837343,0.21079975344072444,0,91,0
51,40032.10542068683,9,32,745.508786901828,31290.712746003876,12,3.7838501136006633,0.6765718088331255,2312.207767418606,15897.833170216494,31702.90499668731,0,20,3,1,0.8552019752322357,1,53,84,10.951652782761286,0.3212477164916082,3,37,0
49,51803.8649979117,10,20,638.2962361313512,8090.70631709314,24,3.6135187338566315,0.5688538962548604,862.364642582126,30443.194242271406,24692.49352253469,1,5,2,3,0.14152953834721294,2,37,89,9.809648011991683,0.20612503035110996,0,64,0
18,70294.31554535805,13,26,603.310340151474,24894.205597989654,12,11.892405458186017,0.10499626082019192,2885.03383090135,3622.6242452195347,33683.695487854784,4,4,1,3,0.6427365286377941,4,89,92,0.6356051278603263,0.7036497106502035,1,49,0
33,67539.76027929489,17,11,731.4229115712143,19639.792940711377,60,17.1660070248929,0.629240614311295,3392.590597422621,3401.6033445247085,19203.17133736433,5,4,2,2,0.2825968830566262,1,93,69,7.531792447335437,0.40515660415103005,0,59,0
38,54868.12821429365,15,26,666.8045257482255,10530.013353339542,24,6.878867501211946,0.4773019404673889,3611.7195485023944,31714.95565973108,37243.6229470136,4,8,5,2,0.994378732310708,5,73,62,8.081914677428717,0.8382122340985264,0,28,0
59,59632.0283224987,10,19,761.8744790320167,25479.108116178846,24,15.571469466150083,0.08421145848599842,2338.4817734430444,15060.485761949523,1113.628665634682,5,8,2,2,0.37092741138586116,2,32,53,1.275480428770969,0.47293528966066034,0,70,0
49,71778.40631840471,11,24,615.9874333524582,20195.04212208034,36,5.55416348211909,0.08696020561560885,2708.566993691879,26642.061945742767,25672.544171446323,4,10,3,3,0.048960224088187454,3,7,48,8.98837283326795,0.07622188288332576,0,74,0
52,62036.693401887045,18,34,598.6828584249629,20668.383507299826,48,10.973683081698457,0.5101065398157599,2469.637890146105,23703.262837034257,0.0,0,8,5,3,0.11433738426779827,4,70,78,8.389269855336009,0.14430519755485827,1,84,0
38,39469.49017176512,17,37,696.8651312285147,9877.101351393581,36,6.195426038903932,0.13080472671451046,1213.9548810566657,8894.465585273276,15644.527891796206,4,17,4,3,0.1573251398324339,5,74,46,4.317380051334368,0.9645491015277812,0,30,0
49,64611.54740614115,17,29,684.611635193524,14450.869464845455,12,14.704127464428016,0.8559425635283475,2370.596531323391,6836.242440863432,0.0,1,5,3,1,0.12305605526240404,5,76,10,4.102687630964176,0.17745395812423526,0,26,0
32,43142.363554634416,15,15,635.3747789996316,31537.76886199273,48,9.181882197221979,0.6924823676201084,2891.313114285207,11810.286767283724,27394.30648699081,5,6,4,2,0.41823635018318184,4,7,12,9.014066303889932,0.44020759434419987,1,100,0
37,67573.2245902243,19,11,717.9113347834365,41779.06578715205,24,4.481026285878399,0.8263979045245354,1698.4442123083973,13618.561804067744,48471.934292033744,4,10,5,2,0.8617034738237228,1,46,32,6.657470348231166,0.975283732835977,0,6,0
60,76965.72898131791,10,8,749.6529023300806,21450.208707774855,48,3.3350574178763517,0.15046824985673213,2096.719655741067,0.0,19530.873332546562,4,9,5,1,0.14434955061051757,4,64,28,7.855189025277531,0.5161913632813104,0,33,0
47,62080.68380552335,9,10,749.7419278376104,2460.198014011421,24,10.366710170307641,0.4497719233625744,1984.4870329345085,28016.72173410772,38331.373539565524,5,12,1,3,0.7170017494349559,4,65,81,4.197082780979777,0.05146642713230298,0,86,0
60,76576.34931290834,8,33,753.3307933503199,21068.68704810405,36,12.709095446939056,0.5619635504183218,2661.4317430256015,3890.1331727306315,29194.18584104086,5,13,5,1,0.6885317426499509,3,29,82,11.86801114325722,0.5154970165543632,1,19,0
19,99137.09444206703,17,5,738.5443845446205,18472.29831366794,48,12.195630408195186,0.6305192900329329,2644.40884586894,5897.29011070649,9824.271847827897,5,22,2,3,0.5720006916597877,1,89,77,7.802757304365463,0.6173757077127178,1,92,0
51,64019.65560350633,19,23,743.8070781940953,16632.63404181746,48,4.7181099980131975,0.10686576073066462,3936.0513759042033,0.0,22031.108294837184,2,26,2,1,0.4616186444667095,1,92,24,3.541949433237092,0.5478277132709527,1,87,0
24,82927.54172533957,12,31,608.0261790597568,19249.267344245818,12,13.094363203195813,0.6674947076188787,948.5068523036502,18436.602664477206,34654.93631040955,4,5,2,3,0.6219071780010537,4,37,15,11.283079380120398,0.313012830507301,0,81,0
59,64465.17837798952,18,25,668.7176141240635,32589.93729291005,36,9.552281489578037,0.6022429423733456,2036.2230522604589,20780.203647526596,20897.054581695695,3,15,1,1,0.03948663199983793,3,33,30,10.876066014793551,0.9049818214157953,0,4,0
62,53687.18286097641,18,39,741.4020359900818,19035.406243696838,60,4.499427968995294,0.15027676514079324,2487.7664941386747,693.6315540286159,44129.44522725891,3,19,2,1,0.5248205451930911,1,56,83,7.392150534354486,0.710118773152287,0,67,0
56,66192.15476604595,15,22,629.8013064060202,22652.692215863295,48,6.4349505514663665,0.12835479305463984,1120.792348224082,13866.879693255823,42907.55237785808,2,11,1,2,0.3398757519241129,5,70,38,9.990026786552306,0.6640844079404556,2,90,0
27,40956.352449000915,13,16,769.5317945317133,28347.56719117459,48,11.414365576193829,0.6840787766606279,1316.6147019975951,83.47371517342253,21002.11528919243,3,26,2,3,0.45133369409880364,3,97,86,9.184542946361711,0.4523065722841886,0,29,0
39,66182.24892664785,19,39,759.2993136330774,26287.38383202402,48,17.90623261974404,0.36054336305486084,3244.917449127856,17737.332533005054,30384.470644269608,1,29,1,2,0.16089744452456767,4,48,75,9.639339797639655,0.032053118192348684,1,91,0
28,55884.711520173856,9,15,620.6598753703855,30330.94325644,48,16.81044374651067,0.29025518225866026,1310.912874373896,3337.307864130362,0.0,5,22,5,1,0.12231559613843113,5,62,72,3.6796270627535086,0.8789208248223016,0,73,0
60,50921.1134687874,18,32,746.7518644084153,25202.460560727894,24,10.259013918328865,0.24659608160480417,2425.3821887444637,10246.029360238112,37835.41478289558,5,5,5,1,0.9761763912803888,1,14,81,7.526723789069372,0.7078627631830343,0,78,0
24,59262.428523669616,13,37,749.98873093811,13366.545015348322,12,13.74268963538085,0.2442641284829708,2617.5265874277143,18146.15138303943,17135.420276149394,0,7,3,3,0.08010152246212865,2,44,79,11.438277336420148,0.5851617834473771,0,36,0
28,88981.28567951059,17,12,792.5718384278312,29275.15258719551,24,12.662336895060193,0.7617962915662718,3711.503035937878,13344.31365018733,2300.2974364377515,0,11,1,1,0.03394404285143071,2,21,10,11.299448156095268,0.226770210812693,0,91,0
41,65297.583532278826,8,27,693.5115356233866,30966.135092105298,36,9.348954623656445,0.38348330099862193,3780.1505689820606,22306.688969901665,24191.693897195546,0,10,4,2,0.26203430952736007,1,15,66,0.6157059528067993,0.8699342730079391,0,82,0
51,44890.01517431196,16,18,712.4164453782264,23088.53789546062,48,10.64305339369787,0.3792896837613726,3502.0693003335978,11303.116191857065,34708.21588472145,1,15,1,3,0.24056854800364424,1,88,32,7.378574683413198,0.30387175880663864,0,53,0
60,67329.0405347724,13,28,669.5520216588735,28206.991555786975,12,4.5803155003595535,0.6791790087578466,2547.8511329113726,16239.370927961667,35658.27873366879,3,23,3,1,0.8954768476008265,3,58,82,2.9903785507594987,0.5722264565976316,1,30,0
22,32513.749419466512,13,16,688.6211526835516,14614.056077787056,60,14.728630184916458,0.32757059789786774,1338.8790855276409,15174.885097594213,24073.76247441098,3,14,4,1,0.14089901754978895,2,64,94,7.486611196982286,0.3488359957874281,2,4,0
24,68279.94006848666,11,28,735.5623385745121,32392.28181864799,48,8.733727216470239,0.7789698238799936,1932.6367875988944,5601.24203490165,36860.36272311615,0,26,5,1,0.15667760104901884,2,96,13,1.0852623313705692,0.02656454649162543,1,89,0
53,53402.06200837492,11,33,733.4753092793082,30343.275718892033,12,15.48736266465573,0.8647622824272269,1159.0942575928384,0.0,16921.434809611397,2,1,2,2,0.736519846022057,3,28,53,2.504082662734243,0.01163402195191543,0,70,0
22,63628.41560508453,17,28,719.3226677115625,10487.785877794042,48,13.101542828270041,0.31430085873816677,2750.0891753950173,23292.19525891481,24175.68955296506,4,19,1,1,0.41928298003952635,2,40,39,11.642435948635995,0.3013995962127125,0,51,0
55,54695.19325877758,16,25,704.4799009822449,12130.141731189598,48,15.87912426454771,0.1608553871239724,2189.6659187249957,32663.592959988793,29837.511325210868,1,26,3,2,0.15403994153755918,1,32,9,6.272239693813488,0.06769113496696177,0,5,0
31,59673.61566005393,17,37,685.7415999599131,27777.91075732192,48,14.7204457647086,0.518362740512906,2036.1175898390345,11114.538597830791,16579.818234249604,4,16,5,3,0.42470662723897634,5,55,35,4.091996791390651,0.1845812175226531,0,33,0
29,49793.455066434246,18,13,689.3548922350953,41524.25123343173,60,3.5511718511510355,0.5708065125774321,3028.6703212878324,19873.56848528524,25073.18223478157,0,21,2,1,0.07658378292387724,2,51,98,10.553023284638265,0.7626868542134984,1,66,0
62,58564.88707078256,9,33,671.3399224509966,20060.905158803514,60,7.176002982967491,0.5516873090980913,2022.7363216485212,14496.006400056805,28265.004011033576,3,29,3,2,0.6025127447463801,3,67,67,9.188789720160482,0.47863341766155576,0,10,0
36,43371.10511463274,14,9,744.5638976190493,32050.664300365403,60,7.018525365683681,0.1801652113557744,2788.4457909320563,19725.33729718881,23969.742427795314,0,18,4,3,0.2217865896539456,2,17,64,7.826193877739033,0.875505103453107,2,37,0
44,83572.83514386287,9,24,786.4642300952132,29235.761330934904,36,10.938806222057199,0.4462837842573574,2913.825943244048,23622.36228556773,21172.39486078381,3,16,5,2,0.9367331171785525,2,51,22,1.9121272518382182,0.04108805769601154,1,15,0
51,62992.10810871707,13,24,635.2282311934555,3882.50809360098,12,6.001966553228755,0.06118500773414152,3131.022579123166,0.0,10160.308240491142,2,12,4,2,0.7281417082670915,5,39,86,11.770910588659765,0.4153593386048937,1,39,0
56,70125.13925273265,11,4,712.057305770062,9082.66001748914,36,7.809545820866278,0.07419021716111053,2590.932872535077,17826.319930155405,2088.8010460571713,1,5,5,2,0.2021102009174589,1,69,77,3.3111582760436917,0.6554656270412148,0,73,0
39,73769.28687771625,15,1,717.4211988026442,41807.060851357266,36,7.041529122247675,0.16685878416267133,2770.003803906765,19062.36180658746,23148.524080979318,5,10,2,3,0.6971630202391388,5,16,30,5.298594187135996,0.6285283886817926,0,40,0
36,67235.79694885043,8,3,635.9860547335234,7715.197150417862,48,4.196569432529519,0.2871455630304314,3228.52312696365,22667.30225220937,21244.59877933476,5,27,3,3,0.8701780177658035,1,99,27,4.402515335630421,0.40772822304676803,0,60,0
35,55082.641378918626,13,13,610.8501459704293,60423.591051713775,12,9.98905577537556,0.5936412051161128,1051.431858502421,28629.244113510147,8992.602172295768,0,21,1,1,0.13119805274680252,2,49,92,3.6368596212202107,0.9751001445066201,1,86,0
37,60499.15803788409,9,35,746.0041696524913,40718.93070707341,12,7.588289844721903,0.26602472517183484,2428.245074797438,11384.418481354785,35991.18865954101,5,26,4,1,0.4438612432997171,2,7,15,9.963720287584822,0.8478935230842759,0,66,0
64,58423.91054451268,19,19,777.140899773372,15513.137498845274,36,15.653793143603668,0.8338121427289839,2350.063304014794,12366.360458698235,0.0,2,23,2,2,0.2723492228669303,2,84,47,10.775888357053642,0.63525470161767,0,81,0
18,68995.46395938433,13,25,719.3285168515338,14863.77455001525,60,8.196667794295179,0.8117639042121325,2622.699689232865,11450.900049270966,9939.637520284316,5,5,1,3,0.11506016181840717,4,83,16,1.0590065040045527,0.33264953684518317,1,35,0
19,59848.844617346746,19,30,594.09906286774,19003.94174512291,48,17.176589820483585,0.5508804868858291,1733.1840264157147,21437.179313732497,37947.50928510852,3,28,4,1,0.44075596462431155,1,79,91,3.388025929465722,0.3845542568425878,0,9,0
53,89897.58704231858,14,0,782.3376863595599,14428.742091494465,36,12.071721100239897,0.6013281429126878,4248.392135890339,4046.4056862385314,17989.48080911736,0,13,2,1,0.372450907488282,1,42,55,5.372266590200534,0.9749385807892021,1,76,0
46,63665.92729037852,14,39,743.5768365309656,26226.428673318278,36,11.871052816682521,0.8031487886813135,1432.7156711408527,30450.321945284933,15712.420535861109,3,17,3,1,0.6551701347525499,4,79,53,2.8886968462457174,0.5226430403738488,0,15,0
31,79587.38054849106,8,29,649.8209343226591,33131.745675065584,24,7.363406678834174,0.6357746586356245,2513.329920999887,74.04388026265224,8925.500669151346,1,28,5,3,0.43704165505119674,2,61,95,10.620679489251833,0.5083829312015968,0,68,0
54,65742.19618608414,13,35,740.3145410403968,20838.287033769364,60,9.985895605120461,0.6226204826494874,4157.976658244045,9838.464018508515,11810.580455283933,5,17,5,1,0.6411198526836118,4,54,94,3.6960769758869216,0.08788551322208915,0,57,0
27,66925.81213580917,8,8,751.4596679355102,44006.43843756338,60,11.854343114872927,0.6849486667961405,1923.7667893577661,10542.328042481186,20211.196719504413,3,17,2,2,0.14963305729334286,4,36,58,11.114265518913115,0.6581281434539112,0,80,0
51,63879.46805446368,11,31,639.0867859263487,19269.407734618526,24,14.086160247254227,0.20282835805800792,1870.3513428576089,24067.48470030023,17721.652266886,0,0,5,3,0.40108929338297183,3,24,80,9.866024221698368,0.6549964041476681,0,40,0
43,36347.515164457844,10,29,570.5004456835154,23184.42245917614,12,14.140861939060622,0.6287585773543531,2961.358126742776,12853.126534110028,0.0,5,27,4,2,0.7975247831937672,5,53,9,8.650015670130392,0.7910312121474812,1,6,0
43,41537.5016036112,8,33,724.278997063077,1000.0,36,5.8005607475564585,0.1967459165846483,2798.958478257141,17526.829742912803,11665.43579368905,1,20,4,1,0.5010372848840495,4,51,88,11.02284965935654,0.564283629922037,1,78,0
48,84900.84543637006,12,15,685.7867636444773,18741.54098639606,48,13.626535547016825,0.15683059042096734,3390.056251284458,26704.21386058401,16028.615725750646,0,20,1,1,0.6376992063259996,2,85,82,3.675683711180091,0.1948716222071636,0,86,0
50,65199.35372285178,12,22,654.3329305512223,33317.61656674904,48,4.050236547980015,0.31977394479963794,1596.7454259328088,12966.196793518058,14863.228409454423,0,24,5,2,0.3654494723454349,4,22,65,9.55340205556202,0.03803732594944009,1,23,0
37,15000.0,16,7,604.3911385935878,28758.720725267733,48,17.58503793645939,0.6792459766432559,3327.0657709148154,30382.293344794845,14213.593711338097,4,6,1,1,0.7103232804785372,2,52,71,9.173947517586042,0.9065070725416204,0,59,0
42,70355.33415068183,11,18,686.0681648725753,6081.662042890781,36,5.421779557034418,0.7640213509302253,1209.126503630343,3504.338705195225,22111.14911392844,3,2,5,3,0.5980372130644962,5,46,37,10.864908791371523,0.5028708426227849,1,95,0
45,82371.17818943986,15,9,668.963547263778,33457.36378364896,48,3.7399424264217953,0.09868797621246851,3441.4619034277202,30985.52045537215,28653.727754228734,1,12,5,2,0.428933793321465,4,75,57,11.187311978748147,0.6251405395122952,1,97,0
45,84386.46803512654,10,11,661.1517940219612,14194.504577287718,48,13.487570836719312,0.607262290924821,3171.668230827752,5739.871674710017,14515.746982757228,5,18,5,3,0.24273442537012602,3,14,25,8.251017388978724,0.5485198710086452,1,82,0
64,51148.1463621322,10,32,701.0217392226323,11524.354870421934,24,7.064665226426532,0.560807239567715,2412.508007363564,6212.729776344704,8254.673755570222,4,0,5,1,0.793161129682541,3,9,60,11.918103392387263,0.5375630760188698,0,7,0
62,55717.32891809955,12,14,672.0320578213467,28540.22394622067,48,10.22689424916532,0.5064882348405284,1802.3817912769964,8401.236148891283,16077.743487384127,0,14,4,1,0.3143664697475652,5,17,77,10.935737829451414,0.36758720330178274,1,93,0
27,59501.916003365484,18,30,602.2637774114972,26383.420847765465,48,17.753210373114285,0.23400629638452314,3168.1897204890056,26786.739894520644,1651.7402228816027,2,1,2,1,0.07404487689289152,2,58,84,2.5603869579906364,0.9128172206643553,1,65,0
39,75178.29968043663,19,26,661.1244216563624,9503.03018440982,48,7.8522065306443505,0.7057893668974952,2992.525174604383,23042.645796752884,0.0,1,15,5,1,0.32547571811373655,1,17,5,9.186190099367021,0.5823382937946056,0,55,0
60,83098.14877573843,16,6,719.2906469784194,38894.56745422979,36,7.799731591088101,0.8509995469735414,2536.4512252093186,2472.6368074653383,17698.552248316355,3,4,2,2,0.5447011413225423,1,80,82,3.9520952348225835,0.19516262039753607,0,4,0
48,60624.51048818757,12,5,777.0278023510195,25100.099887220364,24,17.29270664684671,0.11107032955445224,2756.46029118499,19504.242945360842,40081.8517270953,3,17,2,1,0.5874279760414614,5,77,77,3.6171243035882648,0.19485888623139958,0,61,0
56,38534.74948172623,11,39,782.538568092774,36805.148180505836,36,12.031613937063575,0.688019239963817,1148.1355503068755,22926.22902903822,29756.9985696277,5,22,5,2,0.35395660075923774,1,87,85,9.296712879270018,0.6363879005666272,0,79,0
53,82872.74726879217,14,15,625.743112913064,1000.0,48,8.37749734471723,0.6976794774571003,3297.7424743916536,9049.428352052279,5884.452766616952,3,16,4,1,0.5090160072356023,1,86,83,5.796375563338788,0.160792034353485,1,18,0
64,51162.072942662264,12,37,639.3406241475005,26293.136638563865,60,6.54056524926623,0.5003188850505143,746.8529013100649,14153.46146615541,4612.423668341462,3,26,3,2,0.3394047761391368,1,46,78,11.006062281645162,0.2588444374364888,1,99,0
35,41743.50294902233,13,1,662.0884776102444,35230.009300362515,60,4.914147698173602,0.624384141113306,3780.582192708647,1892.7971925996135,0.0,5,13,2,3,0.3647498491148784,5,44,98,3.6344116702312506,0.2488945150362416,0,24,0
23,67604.90230102002,14,6,693.0260689336288,1000.0,12,10.390197926445275,0.5931308074255116,1002.6615086659722,7997.469870176445,4621.465108575076,1,10,1,1,0.24247922555687662,4,11,88,9.700779891678133,0.8507562903888141,0,3,0
57,66659.96741278001,16,10,547.4687568981021,42575.19547776977,36,11.762831276409427,0.7399040537405477,1657.399967702836,3335.2094649916125,7208.617248739853,2,19,2,1,0.18532119976486772,1,68,26,9.269072197611134,0.2501073872140983,0,89,0
45,42186.94025640942,15,17,674.8537244740285,1827.8371923633385,36,6.182735599215721,0.7337327434627081,1140.8605499147438,22006.461652655125,35020.93519996429,1,9,4,2,0.667757737477995,4,70,33,9.57528393731628,0.22724886781434006,0,78,0
51,94852.66583545721,13,10,740.2893048692349,20475.286341678046,48,4.943075627916899,0.7267648753187176,2463.3326458523843,25288.2922042282,37338.48524395812,3,28,4,2,0.4949177772689556,2,72,43,8.319021564378346,0.9361386485541999,0,28,0
50,98082.3241084797,17,14,686.1053170932486,24037.04087280065,60,12.506890512081348,0.40243545650103374,2654.949129720382,28826.060054712594,21718.184671357696,2,13,2,3,0.27127710681686734,4,53,97,5.321568840620975,0.37257840631637906,0,16,0
26,56229.84841407503,10,11,606.0711848157115,50972.05980215972,24,13.993773192713482,0.4796882060107786,2142.7939103340896,8782.725918906559,0.0,2,0,2,1,0.25432914888431113,3,19,98,8.229301605824318,0.2901221467487175,1,12,0
37,65076.00712055031,14,27,597.6198390573513,26230.909784717827,24,17.316590328183253,0.27985076918567153,1537.0040999978278,9113.730429610414,16874.245621996248,4,11,3,2,0.8854456429803192,4,69,10,8.94095759845589,0.308675208825128,0,13,0
46,75084.50944398793,18,33,619.5106789860482,34256.98158661459,24,5.937398441393763,0.2942697685409308,1732.6090749553566,10727.98041954728,0.0,2,9,4,1,0.2715261334506689,3,86,19,11.467495840131706,0.38743739967857127,0,92,0
56,91398.01109881102,19,18,712.7182357083975,32422.238557776498,36,4.289259773981893,0.8994211456373458,3479.7534077993605,12882.050198237328,47713.12250714078,4,18,1,2,0.7409197666482619,5,36,44,3.7872657293975642,0.06937433398817794,0,57,0
55,55073.59115390769,18,31,713.7426723182894,27108.154313590785,12,5.870502743549356,0.13683729783694837,2030.2721732990276,17215.609846779287,44363.554242567116,2,9,1,1,0.9460257693831543,2,30,76,9.231976356929332,0.893688742219664,0,53,0
